,id,name,producer,nation,local1,local2,local3,local4,varieties1,varieties2,varieties3,varieties4,varieties5,varieties6,varieties7,varieties8,varieties9,varieties10,varieties11,varieties12,type,use,abv,degree,sweet,acidity,body,tannin,price,year,ml
5999,147370,"Rutherford Hill, Merlot",Rutherford Hill,USA,California,Napa County,Napa Valley,,Merlot,Cabernet Sauvignon,Cabernet Franc,Malbec,Syrah & Shiraz,,,,,,,,Red,Table,13.8,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,120000,2010,750
6001,147373,Chimney Rock,Chimney Rock,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Merlot,,,,,,,,,,,Red,Table,14.2,16~19,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2012,750
6004,147379,Chateau La Croix Meunier,Chateau La Croix Meunier,France,Bordeaux,SaintEmilion Grand Cru,,,Merlot,Cabernet Franc,Cabernet Sauvignon,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2014,750
6005,147380,Chateau Pontet Chappaz,Chateau Pontet Chappaz,France,Bordeaux,Margaux,,,Cabernet Sauvignon,Merlot,,,,,,,,,,,Red,Table,12.5,16~18,SWEET1,ACIDITY4,BODY4,TANNIN3,0,2006,750
6006,147381,Chateau Hermitage Mazeyres,Chteau Enclos Haut Mazeyres,France,Bordeaux,Pomerol,,,Merlot,Cabernet Franc,,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2007,750
6007,147384,Chateau Mont Redon Cotes Du Rhone,Chateau MontRedon,France,Rhone,Cotes du Rhone,,,Grenache,Cinsault,Syrah & Shiraz,,,,,,,,,,Red,Table,13,15~17,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2009,750
6009,147386,"Terra d'Aligi, Tatone Montepulciano d'Abruzzo",Terradaligi,Italy,Abruzzo,,,,Montepulciano,,,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2006,750
6010,147387,"Clos Du Val, Pinot Noir",Clos Du Val,USA,California,Napa County,Napa Valley,,Pinot Noir,,,,,,,,,,,,Red,Table,14.5,15~17,SWEET1,ACIDITY3,BODY3,TANNIN3,190000,2016,750
6011,147388,"Pascual Toso, Malbec",Pascual Toso,Argentina,Mendoza,,,,Malbec,,,,,,,,,,,,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN4,0,2015,750
6012,147389,Pascual Toso Malbec Reserva,Pascual Toso,Argentina,Mendoza,,,,Malbec,Cabernet Sauvignon,,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,0,2016,750
6013,147391,"Fairview, Beacon Shiraz",Fairview,the Republic of South Africa,Coastal Region,Paarl,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,14.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN4,0,2006,750
6014,147392,"Fairview, Spice Route Mourvedre",Fairview,the Republic of South Africa,Coastal Region,Paarl,,,mourvedre,,,,,,,,,,,,Red,Table,14.5,17~19,SWEET1,ACIDITY4,BODY3,TANNIN4,0,2011,750
6016,147394,Chappellet Prichard Hill Cabernet Sauvignon,Chappellet,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,14.9,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,964000,2012,750
6017,147395,"Vignerons de Buxy, Bourgogne Cote Chalonnaise Pinot Noir",Vignerons de Buxy,France,Bourgogne,Cote Chalonnaise,,,Pinot Noir,,,,,,,,,,,,Red,Table,12.5,14~16,SWEET1,ACIDITY5,BODY2,TANNIN2,0,2009,750
6019,147397,"Vignerons de Buxy, Givry",Vignerons de Buxy,France,Bourgogne,Cote Chalonnaise,Givry,,Pinot Noir,,,,,,,,,,,,Red,Table,13,14~16,SWEET1,ACIDITY5,BODY2,TANNIN2,0,2008,750
6020,147398,Chappellet Merlot,Chappellet,USA,California,Napa County,Napa Valley,,Merlot,,,,,,,,,,,,Red,Table,14.9,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,185000,2006,750
6021,147399,"Chappellet, Signature Cabernet Sauvignon",Chappellet,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Petit Verdot,Merlot,Cabernet Franc,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,377000,2018,750
6022,147400,"Chappellet, Mountain Cuvee",Chappellet,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Merlot,Petit Verdot,Cabernet Franc,Malbec,,,,,,,,Red,Table,14.9,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2019,750
6023,147401,Orquestra Cabernet Sauvignon,Felix Solis,Spain,La Mancha,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN4,0,2017,750
6024,147402,Orquestra Merlot,Felix Solis,Spain,La Mancha,,,,Merlot,,,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2017,750
6026,147404,Orquestra Tempranillo,Felix Solis,Spain,La Mancha,,,,Tempranillo,,,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2017,750
6027,147405,Isla Negra West Bay Carmenere Cabernet Sauvignon,Isla Negra,Chile,Central Valley,,,,Carmenere,Cabernet Sauvignon,,,,,,,,,,,Red,Table,12~13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2015,750
6028,147406,Isla Negra West Bay Cabernet Sauvignon Merlot,Isla Negra,Chile,Central Valley,,,,Cabernet Sauvignon,Merlot,,,,,,,,,,,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2013,750
6030,147408,Isla Negra  Dual Syrah Cabernet Sauvignon,Isla Negra,Chile,Central Valley,,,,Syrah & Shiraz,Cabernet Sauvignon,,,,,,,,,,,Red,Table,12.1,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,24000,2011,750
6031,147409,Isla Negra Seashore Reserva Carmenere,Isla Negra,Chile,Central Valley,,,,Carmenere,Cabernet Sauvignon,,,,,,,,,,,Red,Table,12~13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2016,750
6032,147410,Isla Negra Seashore Reserva Cabernet Sauvignon,Isla Negra,Chile,Central Valley,,,,Cabernet Sauvignon,Merlot,,,,,,,,,,,Red,Table,12~13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2016,750
6033,147411,Isla Negra Seashore Reserva Merlot,Isla Negra,Chile,Central Valley,,,,Merlot,Cabernet Sauvignon,,,,,,,,,,,Red,Table,12~13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2014,750
6034,147412,Cambras Medium Sweet,Cambras,France,,,,,Carignan,Grenache,Cabernet Sauvignon,Merlot,,,,,,,,,Red,Dessert,11~12,12~14,SWEET3,ACIDITY2,BODY3,TANNIN2,0,0,750
6035,147413,Kangaroo Ridge Merlot,Kangaroo Ridge,Australia,South Eastern Australia,,,,Merlot,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2009,750
6037,147415,Thorn Clarke Milton Park Shiraz,Thorn Clarke,Australia,South Eastern Australia,,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,15~16,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2016,750
6038,147416,Thorn Clarke Terra Barossa Shiraz,Thorn Clarke,Australia,South Australia,Barossa Valley,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,55000,2014,750
6041,147419,Thorn Clarke Shotfire Shiraz,Thorn Clarke,Australia,South Australia,Barossa Valley,,,Syrah & Shiraz,Etc,,,,,,,,,,,Red,Table,15~16,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,86000,2017,750
6042,147420,Thorn Clarke Shotfire Quartage,Thorn Clarke,Australia,South Australia,Barossa Valley,,,Cabernet Sauvignon,Petit Verdot,Merlot,Malbec,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,86000,2013,750
6043,147421,Thorn Clarke William Randell Shiraz,Thorn Clarke,Australia,South Australia,Barossa Valley,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,16~17,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,183000,2012,750
6046,147424,Villa Jolanda Chianti,CIVASS SpA CIVASS SpA,Italy,Toscana,Chianti,,,Sangiovese,Trebbiano,Malvasia,Canaiolo nero,,,,,,,,,Red,Table,12.5,16~18,SWEET1,ACIDITY4,BODY2,TANNIN2,40000,2011,750
6047,147425,La Colina Red Sweet,FeCoVita,Argentina,Mendoza,,,,Malbec,Bonarda,,,,,,,,,,,Red,Dessert,13,15~18,SWEET5,ACIDITY2,BODY4,TANNIN2,0,2009,750
6048,147426,Estancia Mendoza,FeCoVita,Argentina,Mendoza,,,,Malbec,Bonarda,,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2009,750
6049,147427,2x4 Tango Sweet Red,Y   Bodegas Y Vinedos Fantelli,Chile,Central Valley,,,,Barbera,Tempranillo,,,,,,,,,,,Red,Dessert,12,12~14,SWEET5,ACIDITY2,BODY4,TANNIN2,0,2007,375
6050,147428,2x4 Tango Semi Sweet Red,Y   Bodegas Y Vinedos Fantelli,Chile,Central Valley,,,,Barbera,Tempranillo,,,,,,,,,,,Red,Dessert,13,12~14,SWEET4,ACIDITY2,BODY4,TANNIN2,0,2007,375
6052,147430,Chateau Saint Simeon Medoc,UNI UNIMEDOC,France,Bordeaux,Medoc,,,Merlot,Cabernet Sauvignon,,,,,,,,,,,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2007,750
6053,147431,Bordeaux Camerlin de Verneuil,La Guyennoise,France,Bordeaux,,,,Merlot,Cabernet Sauvignon,Cabernet Franc,,,,,,,,,,Red,Table,12,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,30000,2011,750
6055,147433,The Big Five Collection Elephant Pinotage,African Terroip,the Republic of South Africa,Western Cape,,,,Pinotage,,,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2006,750
6056,147434,The Big Five Collection Lion Cabernet Sauvignon,African Terroip,the Republic of South Africa,Western Cape,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN4,0,2007,750
6058,147436,"Domaine Bessa Valley, Enira Reserve",Domaine Bessa Valley,Bulgaria,pazardzhik,,,,Syrah & Shiraz,Merlot,Petit Verdot,Cabernet Sauvignon,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2014,750
6059,147437,Enira Easy,Domaine Bessa Valley,Bulgaria,pazardzhik,,,,Merlot,,,,,,,,,,,,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2008,750
6060,147438,"Domaine Bessa Valley, Enira ",Domaine Bessa Valley,Bulgaria,pazardzhik,,,,Merlot,Syrah & Shiraz,Petit Verdot,Cabernet Sauvignon,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2015,750
6061,147439,"Cavatina, Chianti",Schenk Italian Wineries,Italy,Toscana,Chianti,,,Sangiovese,Canaiolo,,,,,,,,,,,Red,Table,12~13,15~16,SWEET1,ACIDITY4,BODY2,TANNIN3,30000,2015,750
6062,147440,"Casa del Coppiere, Nero d'Avola",Schenk Italian Wineries,Italy,Sicilia,,,,Nero d'Avola,,,,,,,,,,,,Red,Table,12~13,15~16,SWEET1,ACIDITY3,BODY3,TANNIN3,26000,2016,750
6063,147441,"Boccantino, Montepulciano d'Abruzzo Riserva",Schenk Italian Wineries,Italy,Abruzzo,,,,Montepulciano,,,,,,,,,,,,Red,Table,13,16~17,SWEET1,ACIDITY3,BODY4,TANNIN4,50000,2009,750
6065,147443,"Finca Agostino, Uma Shiraz",Finca Agostino,Argentina,Mendoza,,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2008,750
6066,147444,"Finca Agostino, Uma Coleccion Cabernet Sauvignon",Finca Agostino,Argentina,Mendoza,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,13.5,16~17,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2008,750
6067,147445,"Finca Agostino, Uma Coleccion Malbec",Finca Agostino,Argentina,Mendoza,,,,Malbec,,,,,,,,,,,,Red,Table,13.2,16~17,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2008,750
6069,147447,"Cecchi, Finest Chianti Classico",Cecchi,Italy,Toscana,Chianti,,,Sangiovese,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2008,750
6070,147448,"Cecchi, Finest Chianti Classico Riserva",Cecchi,Italy,Toscana,Chianti,,,Sangiovese,,,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY4,BODY3,TANNIN2,25500,2009,750
6071,147449,Finest Nero d'Avola,Cantine Settesoli,Italy,Sicilia,,,,Nero d'Avola,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN3,17000,2011,750
6072,147450,"Cantine Chiarli, Lambrusco Rosso",Cantine Chiarli,Italy,,,,,Lambrusco,,,,,,,,,,,,Red,Table,5~6,12~14,SWEET2,ACIDITY2,BODY4,TANNIN2,9800,0,750
6079,147457,"Kendermann, Black Tower Pinot Noir",Kendermann Reh Kendermann Kendermanns,Germany,Rheinhessen,,,,Dornfelder,Pinot Noir,,,,,,,,,,,Red,Table,12,15~17,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2009,750
6086,147466,Grande Reserve de Beau-Rivage,Borie Manoux,France,Bordeaux,,,,Cabernet Sauvignon,Merlot,Cabernet Franc,,,,,,,,,,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,25000,2006,750
6087,147469,La Vieille Dame de Trotte Vieille,Chteau Trotte Vieille 1st Grand Cru ClasseB,France,Bordeaux,SaintEmilion Grand Cru,,,Merlot,Cabernet Franc,Cabernet Sauvignon,,,,,,,,,,Red,Table,13,15~17,SWEET1,ACIDITY3,BODY5,TANNIN4,200000,2003,750
6089,147471,Dievole Divertimento,Dievole,Italy,Toscana,,,,Canaiolo,Colorino,Mammolo,,,,,,,,,,Red,Table,13,15~17,SWEET1,ACIDITY4,BODY3,TANNIN3,100000,2008,1500
6090,147472,"Certosa de Pontignano, Chianti Classico",Certosa de Pontignano,Italy,Toscana,Chianti,,,Sangiovese,,,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY4,BODY3,TANNIN2,55000,2006,750
6091,147474,"Gulfi, Nerojbleo",Gulfi,Italy,Sicilia,,,,Nero d'Avola,,,,,,,,,,,,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN4,55000,2008,750
6092,147475,Gulfi Reseca,Gulfi,Italy,Sicilia,,,,Nerello Mascalese,,,,,,,,,,,,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,100000,2007,750
6094,147479,"Eclat du Rhone, Cote du Rhone Villages",Eclat du Rhone,France,Rhone,Cotes du Rhone,,,Grenache,Syrah & Shiraz,,,,,,,,,,,Red,Table,14.5,15~17,SWEET1,ACIDITY3,BODY3,TANNIN3,42000,2009,750
6096,147482,"Farmer's Leap, Padthaway The Brave Shiraz",Farmers Leap Farmers Leap,Australia,South Australia,Padthaway,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,15.5,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,116000,2010,750
6097,147483,"Casa Safra, Gran Reserva",Casa Safra,Spain,,,,,Monastrell,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY4,TANNIN3,0,2007,750
6098,147484,Chateau Petrus Gaia,Chateau Petrus Gaia,France,Bordeaux,,,,Merlot,Cabernet Franc,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2008,750
6099,147485,Chateau Petrus Gaia NO.2,Chateau Petrus Gaia,France,Bordeaux,,,,Merlot,Cabernet Sauvignon,Cabernet Franc,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY5,TANNIN4,0,2009,750
6103,147489,"Sterling Vineyards, SVR Reserve Red",Sterling Vineyards,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Merlot,Petit Verdot,Petite Sirah,,,,,,,,,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2013,750
6104,147490,"Sterling Vineyards, Reserve Cabernet Sauvignon",Sterling Vineyards,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Syrah & Shiraz,Petit Verdot,Gros Verdot,,,,,,,,,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2015,750
6106,147492,"Sterling, Napa Valley Merlot",Sterling Vineyards,USA,California,Napa County,Napa Valley,,Merlot,Cabernet Sauvignon,Syrah & Shiraz,Etc,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,163000,2017,750
6107,147493,"Sterling, Napa Valley Cabernet Sauvignon",Sterling Vineyards,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Petite Sirah,Merlot,Cabernet Franc,Petit Verdot,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,163000,2017,750
6109,147495,"Castello di Querceto, Chianti Classico Unicorn",Castello di Querceto,Italy,Toscana,Chianti,,,Sangiovese,Canaiolo,,,,,,,,,,,Red,Table,13.5,17~19,SWEET1,ACIDITY3,BODY3,TANNIN3,40000,2018,750
6111,147501,"Lail Vineyards, Blueprint Cabernet Sauvignon",Lail Vineyards,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Merlot,,,,,,,,,,,Red,Table,14.6,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,145000,2013,750
6112,147502,"La Gerla, Brunello di Montalcino 'Vigna gli Angeli'",La Gerla,Italy,Toscana,Montalcino,,,Sangiovese,,,,,,,,,,,,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2006,750
6113,147503,"La Gerla, Rosso di Montalcino",La Gerla,Italy,Toscana,Montalcino,,,Sangiovese,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN4,0,2012,750
6116,147506,"Arniston Bay, The Shore Red",Arniston Bay,the Republic of South Africa,Western Cape,,,,Syrah & Shiraz,Cabernet Sauvignon,Merlot,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY4,BODY3,TANNIN4,25000,2009,750
6117,147507,"Arniston Bay, Cabernet Sauvignon",Arniston Bay,the Republic of South Africa,Western Cape,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN4,24000,2006,750
6119,147509,"Beyerskloof, Pinotage Reserve Selection",Beyerskloof,the Republic of South Africa,Coastal Region,Stellenbosch,,,Pinotage,,,,,,,,,,,,Red,Table,15,16~18,SWEET1,ACIDITY4,BODY4,TANNIN3,110000,2003,750
6120,147510,"Spottswoode, Estate Cabernet Sauvignon",Spottswoode,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Cabernet Franc,Petit Verdot,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,676000,2016,750
6121,147511,Pacifico Sur Reserve Cabernet Sauvignon- Merlot,Tutunjian Estate Vineyards,Chile,Curico Valley,,,,Cabernet Sauvignon,Merlot,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2005,750
6122,147512,Pacifico Sur Reserve Carmenere Cabernet Sauvignon,Tutunjian Estate Vineyards,Chile,Curico Valley,,,,Carmenere,Cabernet Sauvignon,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2006,750
6123,147513,"Warwick, The First Lady",Warwick Estate,the Republic of South Africa,Cabernet Sauvignon,,,,Petit Verdot,,,,,,,,,,,,Red,Table,13.9,17~20,SWEET1,ACIDITY4,BODY3,TANNIN4,48000,2008,750
6124,147514,"Warwick, Three Cape Ladies",Warwick Estate,the Republic of South Africa,Western Cape,,,,Cabernet Sauvignon,Pinotage,Syrah & Shiraz,Merlot,,,,,,,,,Red,Table,14.9,16~18,SWEET1,ACIDITY4,BODY3,TANNIN4,85000,2007,750
6125,147515,"Warwick, Trilogy",Warwick Estate,the Republic of South Africa,Coastal Region,Stellenbosch,,,Cabernet Sauvignon,Cabernet Franc,Merlot,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN4,135000,2007,750
6126,147516,"Kumkani, Shiraz Cabernet Sauvignon",Kumkani,the Republic of South Africa,Coastal Region,,,,Syrah & Shiraz,Cabernet Sauvignon,,,,,,,,,,,Red,Table,14,16~18,SWEET1,ACIDITY4,BODY3,TANNIN4,45000,2006,750
6128,147518,"Welmoed, Cabernet Sauvignon",Welmoed,the Republic of South Africa,Coastal Region,Stellenbosch,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,14,16~18,SWEET1,ACIDITY4,BODY3,TANNIN4,38000,2009,750
6130,147520,"Angel Heart, Brachetto",Canelli  Cantina Sociale di Canelli Vignaioli di Canelli,Italy,Piemonte,,,,Brachetto,,,,,,,,,,,,Red,Dessert,5~6,7~9,SWEET4,ACIDITY1,BODY3,TANNIN2,20000,0,750
6131,147521,"Nick Faldo, Cabernet Sauvignon",Katnook Estate Nick Faldo,Australia,South Australia,Coonawarra,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,92000,2008,750
6132,147522,"Nick Faldo, Shiraz",Katnook Estate Nick Faldo,Australia,South Australia,Coonawarra,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,92000,2008,750
6135,147526,"Geyser Peak, Alexander Valley Cabernet Sauvignon",Geyser Peak,USA,California,Sonoma County,Alexander Valley,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,50000,2013,750
6136,147527,"Geyser Peak, Block Cabernet Sauvignon",Geyser Peak,USA,California,Sonoma County,,,Cabernet Sauvignon,Syrah & Shiraz,,,,,,,,,,,Red,Table,14.2,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2006,750
6139,147531,"Banrock station, Shiraz Cabernet",Banrock Station,Australia,South Eastern Australia,,,,Syrah & Shiraz,Cabernet Sauvignon,,,,,,,,,,,Red,Table,13.7,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,40000,2010,750
6140,147533,"Silverado ,Cabernet Sauvignon Solo",Silverado Vineyards,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,400000,2014,750
6142,147535,"Buena Vista, Carneros Merlot",Buena  Vista,USA,California,Madera County,Madera,,Merlot,Syrah & Shiraz,,,,,,,,,,,Red,Table,13.8,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2005,750
6143,147536,"Buena Vista, Carneros Pinot Noir",Buena  Vista,USA,California,Madera County,Madera,,Pinot Noir,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY2,TANNIN2,0,2006,750
6144,147537,"Buena Vista, Carneros Syrah",Buena  Vista,USA,California,Madera County,Madera,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,14.2,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2006,750
6145,147538,"Cono Sur, Pinot Noir",Cono Sur,Chile,Central Valley,,,,Pinot Noir,,,,,,,,,,,,Red,Table,13.4,16~18,SWEET1,ACIDITY3,BODY2,TANNIN2,0,2010,750
6146,147539,"Buena Vista, Ramal Vineyard Syrah",Buena  Vista,USA,California,Madera County,Madera,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,14.4,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2006,750
6148,147541,"Chalk Hill, Cabernet Sauvignon",Chalk Hill,USA,California,Sonoma County,,,Cabernet Sauvignon,Malbec,Merlot,Petit Verdot,Cabernet Franc,,,,,,,,Red,Table,14.5,15~17,SWEET1,ACIDITY3,BODY4,TANNIN4,150000,2005,750
6150,147543,"La Terre, Cabernet Sauvignon",La terre,USA,California,Madera County,Madera,,Cabernet Sauvignon,Barbera,Syrah & Shiraz,Carignan,Sangiovese,Cabernet Franc,,,,,,,Red,Table,13.5,15~17,SWEET1,ACIDITY3,BODY4,TANNIN3,0,0,750
6151,147544,"La Terre, Merlot",La terre,USA,California,Madera County,Madera,,Merlot,Syrah & Shiraz,Cabernet Franc,Zinfandel,Barbera,Cabernet Sauvignon,Petite Sirah,Sangiovese,Carignan,,,,Red,Table,13,15~17,SWEET1,ACIDITY3,BODY4,TANNIN3,0,0,750
6153,147547,"Kumala, Cabernet Sauvignon Shiraz",Kumala,the Republic of South Africa,Western Cape,,,,Cabernet Sauvignon,Syrah & Shiraz,,,,,,,,,,,Red,Table,14,16~18,SWEET1,ACIDITY4,BODY3,TANNIN4,0,2009,750
6154,147548,"Kumala Western Cape, Pinotage Shiraz",Kumala,the Republic of South Africa,Western Cape,,,,Pinotage,Syrah & Shiraz,,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,36000,2015,750
6155,147549,"Laroque, Vin de Table",Chateau Laroque,France,,,,,Blend,,,,,,,,,,,,Red,Table,11,12~14,SWEET3,ACIDITY3,BODY2,TANNIN2,0,0,750
6157,147551,Maison Vialade,Maison Vialade,France,,,,,Grenache,Carignan,Merlot,,,,,,,,,,Red,Table,11,16~18,SWEET2,ACIDITY3,BODY3,TANNIN3,12000,0,750
6158,147552,Luxia Red Sweet,Peter Mertes,Germany,Rheinhessen,,,,Dornfelder,,,,,,,,,,,,Red,"Table, Dessert",8,12~14,SWEET5,ACIDITY1,BODY3,TANNIN3,19000,2014,750
6161,147555,Santa Julia Cabernet Sauvignon,Familia Zuccardi,Argentina,Mendoza,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,20000,2009,750
6162,147556,Santa Julia Malbec,Familia Zuccardi,Argentina,Mendoza,,,,Malbec,,,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,20000,2009,750
6163,147558,"Marrenon, Classic Luberon Rouge",Marrenon Cellier de Marrenon,France,Rhone,Luberon,,,Grenache,Syrah & Shiraz,Carignan,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,25000,2017,750
6166,147563,"Stark Conde, Cabernet Sauvignon",Stark Conde,the Republic of South Africa,Coastal Region,Stellenbosch,,,Cabernet Sauvignon,Merlot,Cabernet Franc,,,,,,,,,,Red,Table,14.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN4,0,2013,750
6167,147564,"Stark Conde, Syrah",Stark Conde,the Republic of South Africa,Coastal Region,Stellenbosch,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,14.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN4,0,2007,750
